tweet,brand,sentiment,brand_presence
Browsing Amazon for a new 4 slice toaster... Not many good products available. Too bad my Bosch gave up yesterday. ,amazon,0,1
"feel sad when i was reading nadia chan's blog about her grandfather, which reminded me about my grandmother ",nobrand,0,0
"@_Terri Wasnt able to see the Jonas episode!  The hotel didnt have the Disney channel. Oh well, I'll prolly watch it online.",disney,0,1
"SA Idols is over and Jason didn't win  Check out this link for songs by Pixie, the TV sound was Kuk in comparison. http://tr.im/kpeP",nobrand,0,0
Really needs the latest version of Microsoft Office... 2007? But is much too povo to purchase it ,microsoft,0,1
@RyanSeacrest @vianacoke 9how sad ,nobrand,0,0
argh cut myself while peeling apples for apple crumble ,apple,0,1
"Big Toe hurt so bad I can't use complete sentence.., or sleep ",nobrand,0,0
@trent_reznor sucks that Apple removed the NiN app ,apple,0,1
"Morning all! Just getting ready for work, sadly it's not a holiday for all of us! ",nobrand,0,0
"damn chemistry. damn it, damn it, damn it! i want apple juice ",apple,0,1
DIDN't think you would turn out like the rest....... LOL.... you surely fooled me....! ,nobrand,0,0
http://www.sugarstacks.com/ ready for your life to be destroyed? STARBUCKS ,starbucks,0,1
@ amanduhwood ... hmmm i don't know how i feel about that ... ,nobrand,0,0
@jahmes I have but none of the solutions seem to work  Might take it to the apple store tomorrow.,apple,0,1
Weather not great so Lots of sorting and other jobs to do today  Just as well we made the most of the weather yesterday ,nobrand,0,0
facebook isnt working ,facebook,0,1
Work. An awful lot of work to do today ,nobrand,0,0
Spent some time on facebook but nobody around ,facebook,0,1
i just got home from dance. soooo sore ,nobrand,0,0
"@bexdeep Aaarh! Don't make me defend Apple  Ok, so maybe someone else did it....",apple,0,1
house tried to kill chase!!  he's too cute to kill!!,nobrand,0,0
wishes finding friends in Twitter would be as easy as in Facebook ,facebook,0,1
@tf_twits ??? ??? ,nobrand,0,0
@eunice007 The Raft Race went great I posted some pics on my Facebook check em out. I have a terrible case of Sinus today ,facebook,0,1
"the nephew wants to go and see 'fast and the furious' so thats what we are doing today, too wet for the moors ",nobrand,0,0
@Sophie4Sophie  hmm I am going to google the movie right now! prob not out in Aus yet anyway ,google,0,1
mmmmmm........ do i have to do this billings now? ,nobrand,0,0
ME is burn monkey atm  and god damn microsoft why is IIS and ODBC on xp so shit! ur wasting my time,microsoft,0,1
"Bank holiday weekend, been sunny 4 days in a row. Holiday Monday? Rain of course. ",nobrand,0,0
"Uploading pics to facebook is really making the night go quickly.. not that I want it to, coz then I have to go to work t'mrw!  ",facebook,0,1
"I had at least three individual dreams involving Sylar. Wtf, subconscious. Peter was there too, but he shapeshifted into Sylar ",nobrand,0,0
is putting pictures on facebook but doesnt kno how to put pictures on twitter ,facebook,0,1
Thinking about sneaking into a Taylor Swift concert cause I couldn't get tickets! Bad times ,nobrand,0,0
@moetkelly lol i stay logged in facebook but i cant write anybody... and get off twitter!!...lol hooyea navy!...  lol,facebook,0,1
"@ninamania No  I've finished my lifewriting one but still have my dissertation to finish. Have to work today&amp; tomorrow, am panicking ",nobrand,0,0
Tired and stressed..... trying to cancel a online subscription to Disney and their web-site is like a maze.  ,disney,0,1
oh no i have school tomorrow ,nobrand,0,0
@shannonminion i was. i was probably just trying to look up jonas on disney channel/foxtel site. i can't find itttt ,disney,0,1
blaaaah. i have the cold ,nobrand,0,0
Phew I am unable to reach the target for the day..! ,target,0,1
srub the sunny. By sunny I meant clouding over with a good chance of rain. No BBQ for Adam this weekend ,nobrand,0,0
"facebook wont let me go on notifications thing, and i know i have them. arghh ",facebook,0,1
@Simburgur I watched the first season of Lost when it came to ABC First but then when they started flashbacks I quit it became stupid ,nobrand,0,0
@DisneyMadXx heyyy Jade :0 I saw your comment on facebook saying that your not going to london for the day cause of your sister  Poor you!,facebook,0,1
"Spent the weekend taking car of Jason.. now I have the fever, headache, and clogged nose ",nobrand,0,0
Theres only so much you can on Twitter! really need to log on facebook and im only 12 hours into my no facebook week ,facebook,0,1
"@robluketic tried to watch :We're sorry, the page you requested cannot be found. ",nobrand,0,0
tired have been on facebook for the whole night  need sleep lol,facebook,0,1
Just watched another tear jerking episode of Extreme Makeover Home Edition. ,nobrand,0,0
"Oops, someone broke http://developer.mozilla.org with MindTouch wiki  I need mozilla JS guideline, google cache?",google,0,1
oops try this one  http://tinyurl.com/cu7veh,nobrand,0,0
"google failed me, does anyone know if there's anything like Skitch available for Windows yet? I miss that most from my Mac ",google,0,1
"@liababygirl awww boo, i hope you feel better. ",nobrand,0,0
@m_andrea I want to watch Peter Pan!!!  that's my favorite Disney movie ever!!!,disney,0,1
Takin my baby to the doc today. He had a fever of 103 all night. ,nobrand,0,0
"ok so we're 24th with all my gadgets removed  4th though (tvguide, todo, iLike, us) of gadgets that aren't google and more than a rss feed",google,0,1
wonders how tomorrow will turn out --- meetings all mixed up.  http://plurk.com/p/rrhbq,nobrand,0,0
Had to type out her drink request on her phone at starbucks because she cant talk. ,starbucks,0,1
Called the Games Workshop only to find it will be closed here until sometime next year ,nobrand,0,0
Trying to wake up.  2 starbucks couldn't even help.    Pulled an all nighter and slept for an hour.  Catches up to ya after 3 days repeat.,starbucks,0,1
I'm really tired and have to put entire contents of kitchen back into kitchen from balcony (fumigation)when I get home. And go to the gym ,nobrand,0,0
time for school. its going to be rough without my Starbucks ,starbucks,0,1
i wannnnna go home n lay in bed ,nobrand,0,0
Day 5 of my facebook suspension.. No word from facebook.. Starting to give up hope ,facebook,0,1
":@ :@! blehh.   @hannahbabyxo - sorry about earlier, my msn and computer both crashed.  talk soon. xx",nobrand,0,0
Frustrated because the app to link Twitter and Facebook is not working ,facebook,0,1
Hopes that somebody isn't mad about not getting an email  from him today... ,nobrand,0,0
tiredd  facebook then bed.,facebook,0,1
"soon, I think ",nobrand,0,0
"@kirstiealley hiya kirstie still no luck yet.  you have a facebook and myspace? oh, if so, that's cool!!!!!!!!!",facebook,0,1
just woke up...only to find out that an error occurred with my download. ,nobrand,0,0
Is at walmart and is mad bc she can't reach the cereal she wants to buy ,walmart,0,1
@ale_rotondo this is what happens when bordem takes over ,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
@Angelamonique so sorry sister! I wish I could ,nobrand,0,0
@Ducky411 ohhh yeahhhh.... on the google phone you have to hold down the &quot;N&quot;  hahaha,google,0,1
still dont feel good   hope i get better soon!,nobrand,0,0
@NurseSoccerMom oh jealous! I pre-ordered from Amazon but not here yet ,amazon,0,1
I'm totally jittery right now! Ugh ,nobrand,0,0
Twitter for Facebook not working....... ,facebook,0,1
mah throat's sore and I'm almost outta coke   ,nobrand,0,0
Ugh - I should have included my maiden name on my new facebook page.  Duh.  Now I think I need to start over  I hate PMS stupidity.,facebook,0,1
I hurt my shoulder in a Rugby match and now my back really hurts.  AND I'm getting toe surgery soon. My body takes a lot of abuse. lol,nobrand,0,0
@TheEllenShow  ELLEN ID LOVE TO WIN THAT DISNEY PRICELESS TRIP IVE COMMNTED AND E MAILED U ABOUT IT PLEASEE!!!! ,disney,0,1
Bed then work at 5am again ,nobrand,0,0
@jupaman Damn Pablo sorry to hear your troubles with Apple  Hang in there kid!,apple,0,1
no in two weeks if the meds dont work ill have to do over nite surgery ,nobrand,0,0
@swfanworks I love Twhril. The only setback is that it doesn't have Facebook connection ,facebook,0,1
"@amber_eubanks What's really disappointing, is when a song works, and then disappears.  ",nobrand,0,0
Confucius says that hopeless romantic without a target for the romance is merely hopeless. - Makes me sad. ,target,0,1
"reading Socrates' predecessors on a Saturday night. 23 going on 5,000 years old ",nobrand,0,0
Windows live ad on facebook is very cool looking. Altho it's made in flash ,facebook,0,1
@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link! ,nobrand,0,0
"Sweetest girl came out in mp4, I need 3gp for sidekick  maybe get it later? http://vixy.net download 3gp from Youtube (not Google Video.)",google,0,1
Doesn't look like I'll be getting lucky with an iPhone.  God hates Foxxy.,nobrand,0,0
Holy awesome Leonard Nimoy!  Also thought I spied George Takei in there but google has proven me wrong. ,google,0,1
@m_chiaravalle rachel refuses to go tonite  apparently beecause dey will be D:&lt;,nobrand,0,0
"So I bought a pair of Bose over the ear headphones, they work great!  An earpiece fell off though and Target wouldn't take them back!!  ",target,0,1
Thinking about my mommy  Mother's day gets harder and harder as I get older!!!,nobrand,0,0
I have to say I much preferred the old iPhoto Facebook export tool. The new one sucks hairy donkey balls ,facebook,0,1
"@jhillstephens You're welcome. Damn, I can't sleep. ",nobrand,0,0
"Today, I went w. my family to Wal-Mart &amp; I saw 'Picture This' it was bittersweet cuz I had no money to buy it ",walmart,0,1
I keep missing Mike's phone calls!!!   ,nobrand,0,0
How come I can't connect my facebook thru my blackberry?? ,facebook,0,1
SOMEBODY PLEASE GO TO SPORE/BANDUNG nodalfnaodvbeya last night i also dreamed buying revelation  need it now.. AND PUTIN! oh putin........,nobrand,0,0
@NKSuseDHTweep i dedicated that song to you on your facebook ,facebook,0,1
my AC sucks.  I have set to 60 degrees and I'm still hot?! ,nobrand,0,0
@DMB_ haha i didn't know what the gorge was so i had to google it-i must admit that it does look pretty insane! too bad its in washington ,google,0,1
@EFazz Are your allergies over there worse?  I'm getting asthma for the first time in years.  ,nobrand,0,0
hmmm... the apple store is down     i really need to order something,apple,0,1
@Sneezure I have nothing to do now that the boards are down. ,nobrand,0,0
i want to work at target ,target,0,1
"Holy crap I forgot how much I love Sufjan Stevens. Being over 50% Michigander, I'm not sure why I don't have all of the MI album, though. ",nobrand,0,0
"Anyone know how to order resticted stuff on Amazon to Australia? It won't ship me 2 games, a book and a Windows Home Server ",amazon,0,1
@Mirna023 no summer dates for me  just saw them in april,nobrand,0,0
@yyukkakko YUKAKOOOO. yay. well my msn broke  so i can only go on like twitter and facebook and stuff ,facebook,0,1
this has been the longest day EVER. got to work at 8 am. Still waiting for @Bruce_Patterson and Carolyn to swing by and rescue me. ,nobrand,0,0
is hoping some hot apple cider will help her to feel better... this coughing fit is hell ,apple,0,1
"I'm going to bed. just watched you me and depree, funny movie, and I am sad that the AP tour is over. what an amazing tour it was to. ",nobrand,0,0
@NobleSamurai New features?  No ...  I now only get no suggestions from the Google Synonym tool error.  I broke MS with another update ,google,0,1
miss my mummy all the way in canberra today ,nobrand,0,0
hoy creï¿½ un facebook !!!!!!!! here itï¿½s  4:00am and I REALLY HUNGRY  can you believe that?  ,facebook,0,1
@Dezz_MCR I hate it though ,nobrand,0,0
The apple store is shut for updates!! I want a new laptop! ,apple,0,1
@Monica2112 i don't either ,nobrand,0,0
"I am trying to install Airport Express for my iMac, phone, printer, music, but I am stuck  I'll be on the horn w/ Apple tomorrow ",apple,0,1
"i wish i could be there too, so that i could take care of u...miss u so much my sis  pls take care and get well soon!",nobrand,0,0
"is getting on with work at 10...no more procrastination on facebook till its done, im determined today it will be finished! ",facebook,0,1
@NereadersDigest ouch ,nobrand,0,0
Okay Apple Online Store online again (haha).. nothing new ,apple,0,1
"@FlissTee bright sunshine, and very pleasant out, going to spend most of the day outside I think, next job - cleaning out chicken coop ",nobrand,0,0
@SallyMesser I got the G1 google phone thingey....quite good but i can't work out how to dl stuff and use twitter on it properly yet  xx,google,0,1
Just dropped Kelly off at the airport  There are birds chirping outside my dorm?,nobrand,0,0
Facebook won`t make me upload!  New album! http://bit.ly/p7Llj,facebook,0,1
next is the ENGLISH ASSIGNMENT!!!!!!!!!!! oh myyyyyyyyyyy ,nobrand,0,0
Disney &gt; Home .....  #fb,disney,0,1
wish i could go to the #big weekend# but i didnt get tickets ,nobrand,0,0
@chrisCHONcuison its ok i feel ur pain i had starbucks  so hi how are you?,starbucks,0,1
morning all. I fell up the stairs with cereal and apple juice in my hand; kept my balance but hurt my toes: thats SKILL. ow ,apple,0,1
My neck is still killing from Mcfly  and my ribs are hurting  urgh lolll.But it was amazing.Dougie Poynter jumped on me!... &lt;3&lt;3&lt;3,nobrand,0,0
Lunch with my Bestie Emilie!then work   u gotta take the good with the bad!,nobrand,0,0
@moanyboot no starbucks in Stirling ,starbucks,0,1
so confused right know. idk what to do ,nobrand,0,0
"migrating from netvibes to google reader. sorry @netvibes. I've been a user since you launched, but now you've stopped innovating. to bad ",google,0,1
spending the day with him... Gonna be a mess tonight ,nobrand,0,0
@SwitchMac Can't see any Apple price cuts ,apple,0,1
Otw 2 dunno wher w fam all.hah.was asleep afta t-cing @nhazey.tmr no ph 4 poLy studs ,nobrand,0,0
I want starbucks ,starbucks,0,1
"@marodi This music was NOT entertainment for me, it really means something personal to me, and now it is gone ",nobrand,0,0
"Is a facebook widower  - off to the globe, hurrah!",facebook,0,1
I'm thinking of becoming a Blackhawk fan ,nobrand,0,0
I dug through my to-be-recycled pile 4 my Amazon receipt only to find it's been 43 day since I got my #Kindle. I cant exchange 4 the DX. ,amazon,0,1
@wheredidjengo OMG SAME. noone round here seems to want to share my love for them ,nobrand,0,0
is annoyed that all his Google bookmarks have mysteriously and spontaneously disappeared   time to re-visit Delicious...,google,0,1
"Hopefully having a bbq; but looking at the weather, it looks like it kinda aint gnna happen  x",nobrand,0,0
@DebbieFletcher ahhh i live like 10 minutes away from him and hes always in the starbucks on my road! but iv never managed to meet him  xx,starbucks,0,1
"@twigletcaz Well economically, yes  It runs still, but got stuck halfway up a hill this morning and the car just said 'no further'.",nobrand,0,0
"Opinion piece on Google at FT.com. The first sentence compares Google to the Taliban (!?!), then heads downhill rapidly. ",google,0,1
@xdollarsx Aw... sorry! Wish I could have got fat with you guys ,nobrand,0,0
@xsparkage OH GOOD. so you save yourself ALOT of mulah now. Apple is the best my PC has been giving me the hardest time with viruses. ,apple,0,1
@the_prodigy have fun - wish i could have been there  - any +1's spare? ;) :p,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
is getting ready to take Zed to the weekend pediatric clinic.  Poor girl has a sore throat ,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
"awww  I'll be going back to jakarta soon , and the day after tmrw.. bandung, home not so sweet home haha",nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
i don't know what give to my mom as mothers day gift ,nobrand,0,0
Twitter App on Facebook has stopped picking up my updates.  #fb,facebook,0,1
is working in office... ,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
"The Coleto has to have more variety in the refills though, especially another shade of purple other than violet. It's ugly ",nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
i have swineflu throat ,nobrand,0,0
Think I broke Twitter on my Tumblr and Facebook pages. ,facebook,0,1
@whedonesque I was really hoping that the viewing figures would be better this week. 2.8 million ,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
@clinton_kelly Nick Arrojo doesn't use Twitter? ,nobrand,0,0
Here's some morning badassery http://tinyurl.com/cs5e3h - might not be able to see it because its a facebook video ,facebook,0,1
has broken down and is waiting for the rac ,nobrand,0,0
"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",google,0,1
*cries* I just Lost. ,nobrand,0,0
resetting my google reader to zero took more inner strength than i woulda thought. never gonna catch up to 1000+ unread posts though. ,google,0,1
happy mothers day to me. now both kids have the flu and i'm starting to feel pretty icky. ,nobrand,0,0
Making breakfast!My mommy had work 2day. :-P I officially have a facebook but no friends. ,facebook,0,1
I want pancake's ,nobrand,0,0
"It's nice and sunny in NY today, time for some sightseeing and a visit to the Apple store to see if they can fix my broken G key ",apple,0,1
"This was the house I grew up in: http://bit.ly/rXb1m  It's now abandoned, trashed, burnt down and hobo-ridden. Sad ",nobrand,0,0
"You sleep in Sunday morning, miss an Apple Store outage.  Anyone see changes? &amp; Happy Mother's Day from TUAW!",apple,0,1
Thats it. Title is staying in Mank-chester ,nobrand,0,0
I just ate an entire chocolate cake and drank a Starbucks White Chocolate Mocha Frappuccino. Holly Golightly wouldn't approve of that ,starbucks,0,1
@britneyspears Really? No ballad this time around? ,nobrand,0,0
Am not feeling so well. Starbucks gave me the wrong drink which isn't sitting well on my stomach ,starbucks,0,1
@stephenfry Tomorrow! ,nobrand,0,0
is getting confused by twitter. i miss facebook ,facebook,0,1
I didn't attend this one either ,nobrand,0,0
wtf all of the starbucks around here are out of the cold cup look alike tumbers! ,starbucks,0,1
Back from tim's with Stacey! I don't think they had pickles ,nobrand,0,0
Thankfully mother has come home and turned off the Disney channel. But poor doggie has cut his leg  Trip to the vet on Tuesday methinks.,disney,0,1
My fridge made me mad. I am sure the fridge portion is busted. Lost a whole gallon of milk ,nobrand,0,0
twitter - facebook status integration working for anyone? I can't seem to add twitter application in my facebook.  @twitter @facebook,facebook,0,1
"jst been coop afta goin shows wi sarah, wasnt that amazing, seen @cheeseyfrog with her mates but she wouldnt come with me+sarah  TEA SOON!",nobrand,0,0
"If you've found a Sony Ericsson C905 in Colchester, it's probably mine. ",sony,0,1
"@lawebchick arclight!  Oh, no IMAX. ",nobrand,0,0
is finding it hard to update his facebook status and then remember to update twitter! and i hate when they are the same ,facebook,0,1
oh no  the side buttons on my razer habu mouse have stopped working! now i gotta find my spare buttons else i can't work properly!!,nobrand,0,0
omg.i cant belive what i do.i send a gift on facebook to my crush and i say &quot;i just want to say that im not in love with u&quot;..but i am ,facebook,0,1
trying to study for my IB exams. ,nobrand,0,0
"@mermaid_love Not fair, Starbucks was all I asked for...and no starbucks ",starbucks,0,1
i hoping i gets a life.. any will do as long as it has no assignments and redbull..  but im happy i have my man here with me..,nobrand,0,0
Bill will not allow us to watch beethoven because disney cut out &quot;bite this guy in the weiner!&quot; ,disney,0,1
@icyjoey tisk tisk?   what did I do? ,nobrand,0,0
Did some grilling for Mother's Day today.  Still trying to figure out how to grill salmon right.  I guess I should google it.  ,google,0,1
"Dude, I'm like chillin out here. Dayummm school tomorrow ",nobrand,0,0
is thinking that apparently Walmart thinks that everyone has an iPhone...since that's the only cases they have!!!!  ,walmart,0,1
"@alexxpiinksz demi's coming to nokie theater and im gonna be out of town, well its sad ",nobrand,0,0
@vodafoneNZ I suppose I'm just used to google maps and it being draggable at whim.. can't go outside preset areas  also pdf links broken.,google,0,1
@theINTELLECT he's IGNORANT...pay him no mind  it's actually pretty sad - this black on black stuff...smh,nobrand,0,0
"going to bed. starbucks in the morning, then school ",starbucks,0,1
i cant sleep without you ,nobrand,0,0
my stomach is filled with bee hoon goreng. where's my watermelon and apple A? ^^ swim or run afterwards? ,apple,0,1
@mismile I WISHHHH!! too bad i have school!  junior year suckssss! have a great time!!,nobrand,0,0
sorry. something's getting my facebook stuff and tweeting it. ,facebook,0,1
"Loved StarTrek! and Wolverine! and just wants to sit and read all day everyday, but he has to find a job. ",nobrand,0,0
"@drewbeingcool Haha I did  It's like the South Park Wal-mart episode, the bargains just keep enticing me more &amp; more.",walmart,0,1
" no mel in religion, i guess im spilling all my boy stories to jackie tomorrow.",nobrand,0,0
Oh the joys of the Walmart lines in south OKC ,walmart,0,1
watching ALIAS i miss this show  then bed,nobrand,0,0
OH MY GOD. Facebook wiped away my 1000+ word message I was typing!! ,facebook,0,1
I'm a selfish person and a mean daughter...I guess there are some things you never grow out of ,nobrand,0,0
I ONLY HAVE 456 FRIENDS ON FACEBOOK  not even close the the one billion that i want (i'm JK),facebook,0,1
"@xdahlia Of course, yes.  But Alex got so little time to show his stuff. It wasn't fair, and I remember SCREAMING at my TV at Simon. RUDE!",nobrand,0,0
@adamrebel thanks! Lol my google phone is waaack I wish I had an iphone ,google,0,1
hope is gone for bainmercer ,nobrand,0,0
"@google I need a proper Google Chrome for windows 7, please! Make it happen! I don't want to go back to firefox! ",google,0,1
Mice in the house!!!!  what should I do???!!!,nobrand,0,0
@theroaminggirl Yeah I know  I was ignoring the Chatelain updates all over facebook and twitter  Miss it!!!,facebook,0,1
looks like exchange devaluation for Belarus will come soon  it is a pity,nobrand,0,0
I read somewhere that Google dropped the &quot;sender&quot; header in emails - They haven't  Outlook still shows From x on behalf of y #fail,google,0,1
Alvin Community College to finish my basics. Its like a high school reunion evry day @lovemedeux. Its horrible ,nobrand,0,0
sittin in the dark listening to Disney music cuz ive got nothing better to do ,disney,0,1
"@sweepmeup yup, i liked that place. i got my eyebrows done there today and they said it was the last day ever. ",nobrand,0,0
"@DVBL exactly ... hmmmm this is what happens when they try and complicate it, like facebook ",facebook,0,1
@louie_e wtf i tried deleting that like twice!  felt too self-whorish  but thank you nonetheless!,nobrand,0,0
"Facebook is not available on mobile. But for India, the only carrier is Tata Indicom... ",facebook,0,1
@newsflic Well Lainey gave the general location... from there it's not too hard to figure out/guess. ,nobrand,0,0
"Facebook is now available on mobile. But for India, the only carrier is Tata Indicom... ",facebook,0,1
I wish #gwibber didn't crash every ten minutes ,nobrand,0,0
"@Robby_Rob Oh, and by the way, ur Disney youtube account has been suspended ",disney,0,1
I am missing my Wife she is 3000+ Km away from me ,nobrand,0,0
@retinart back to the future... but i had to google it ,google,0,1
"@BONESgirl28 Ah yes... those three words killed me. I hate those three words, especially when it comes out of Booth's mouth ",nobrand,0,0
@ALOliver that happened to me on Facebook tonight.    I hate spoilers.  #fixreplies,facebook,0,1
Want to train... ,nobrand,0,0
is not likinh facebook ecause it is ntot letting me log in ,facebook,0,1
@strandsofpearls 4 years ago  I used to go there once a year until my Grandma passed. Now there's no reason to go except to eat &amp; shop.,nobrand,0,0
@LEXYVEE me too  the disney princess kind..or just gummi bears would so..lol im ryhming haha,disney,0,1
"my night heres not going so well, having a hard time sleeping even with my sleeping meds, i'm stressed and a little sad ",nobrand,0,0
Trying to find some program or site that would run Facebook chat over proxy... They have ban FB here at work... ,facebook,0,1
i have two midterms tomorrow.....  well bout to get my 3.5 hours of sleep so i can wake up and study again!!!,nobrand,0,0
Up til 2am workin on the PC virus from hell.It blocked usb ports / anti virus &amp; microsoft websites / safemode &amp; updates! ,microsoft,0,1
@jbullet I know - I *really* don't want to get it  How have u been? long time no speak!,nobrand,0,0
"facebook quizzes make me sad.    but i'm almost done (ish) with the orange knit of secrecy!  yarn in the mail, and hood about to begin!",facebook,0,1
Thank's mom for the shisha coal's haha time to tighten my brace's ,nobrand,0,0
"@Djalfy Icky icky poo!  Stupid #twitterfail. They're pissing people off like Facebook did recently, and will lose users over this. Watch!",facebook,0,1
"Just wike up, watching TMF! Got lots of revision to do though  got an english exam to do tomorrow",nobrand,0,0
Even facebook doesnt want to hear my jokes today ,facebook,0,1
ice skating is toooo cold. my nose is red ,nobrand,0,0
@cameronstewart your friend's facebook comment  still feel bad,facebook,0,1
My mum is very busy on the computer at the moment so I don't get chance to talk as much as I'd like.  Big woofs to all my friends,nobrand,0,0
"the nearest starbucks to Edinburgh waverly appears to be on hanover st, but they dont know what a misto is! ",starbucks,0,1
@ school gettig redy for the final exam ,nobrand,0,0
"Sony reports 1 billion, that's with a B! in annual loss... bleak man, bleak ",sony,0,1
@SkylarEC and it does still lose the &quot;in reply to&quot; link too ,nobrand,0,0
doesn't understand how to use Microsoft Excel  x,microsoft,0,1
@bijuc seems like no one from Kingfisher Airlines or BA on here interested in giving me an upgrade.  Darn it.  Cattle class for 10 hours ,nobrand,0,0
My feet are killing me from all that walking around the shops! I can't believe after being so excited I forgot to go into the apple shop! ,apple,0,1
@treehugger25 Awww  I missed you too baby.,nobrand,0,0
is going to have starbucks for the last time soon ,starbucks,0,1
"Went for my drive, good to get out the house. Here's where I went, pic from another time cos it was raining!  http://twitpic.com/5579p",nobrand,0,0
My Macbook Pro's battery is broken (physically bulging out) but Apple won't replace it as the guarantee ran out 2 months ago! ,apple,0,1
boredddd. got a headache  grr don't know anyone on here..,nobrand,0,0
says Blocked ang Facebook dito.  http://plurk.com/p/tq4xi,facebook,0,1
is back at work.. i didn't sleep good last night  ,nobrand,0,0
Diggs are not going to Facebook atm. ,facebook,0,1
i'm soooo tired  listening to Gabeeee.. and my dad's snoring :[ drove out a little past honolua earlier today. then. hung out at flemings.,nobrand,0,0
Diggs are not going to Facebook atm.  http://bit.ly/N52Ti,facebook,0,1
"Do we have possums in this country?! If yes, i saw a dead one ",nobrand,0,0
FaceBook shows all kinds of unknown people as suggestions to be my friends! cancelling them does not help! ,facebook,0,1
"Back is really bad again, am doped up on painkillers. Fed up with it ",nobrand,0,0
"stress mornign at work, somone broke the internets by typing google into google ",google,0,1
hate this life ,nobrand,0,0
Eating an apple right after brushing your teeth is nasty ,apple,0,1
ahhh my right ear is blocked and i can't hear properly ,nobrand,0,0
@problogger yes. facebook is NOT very user friendly. everything takes three more steps than it needs to. ,facebook,0,1
"@essieruth  it is digital, the uni just doesn't subscribe ",nobrand,0,0
I love the new Google AdWords interface apart from it's size - i have to scroll sideways on my MacBook. ,google,0,1
Raining in Dumfries ,nobrand,0,0
goshhh i'm hungry and want it to go to starbucks soooo badly =/ but it's far away from our home ok it's not that far away but still ,starbucks,0,1
cycling buddy fell while cycling ,nobrand,0,0
http://twitpic.com/55a5q - serious backup at starbucks drivethru ,starbucks,0,1
MCAS today. Ugh  And they STILL give us HW ridiculous....,nobrand,0,0
"Oh man.....I can't deal with a headache, I wish I had Starbucks ",starbucks,0,1
@nmz009 yeah he was really good!!! shame  but it was inevitable that adam would get in... the teens go wild for him lol,nobrand,0,0
beginning the longest day ever by waking up late. no time for starbucks ohnoz! ,starbucks,0,1
woke up this morning feeling like my head was run over by an 18 wheelers ,nobrand,0,0
ive got chest infection. don't know what it is? google it. ,google,0,1
@HudsonKent juice box?  i have none. Going soccer tomorrow?,nobrand,0,0
"@alicebarr thx for sharing dig citizenship site will check it out when I get home, google sites blocked  swallowing the irony pill is hard",google,0,1
Very disappointed with the questions that came up in todays exam. Normally you can judge 3 or 4 but the questions were really left field ,nobrand,0,0
@Kosmatos As @DaveDev pointed out yesterday this is major lose for Microsoft as NYT were a major case study and PR for Silverlight  ,microsoft,0,1
@richard4481 about Red Faction? I can't make it or I would apply  I am seeing Terminator 1 at the cinema ,nobrand,0,0
http://twitpic.com/55box - My colleague got one of those Google Markers from the event! #mymap Wish I was there ,google,0,1
facebook wiki down ,facebook,0,1
@ShaneDunn138   No super hero shout outs,nobrand,0,0
I m busy in buying grocery and the sun is busy in burning me! ,nobrand,0,0
I think the reason why I like Disney Channel so much is bc when I was younger I was always skating when it was on... I NEVER got to watch ,disney,0,1
@honeypr missed your birthday so belated happy wishes x the flu has me in its grasp  x,nobrand,0,0
Looks like twitter learned nothing from Facebook over the past few years ,facebook,0,1
@langfordperry -  I know.  The Mavs lost too.  ,nobrand,0,0
"@bungles_finger Blergh, can't see facebook at work ",facebook,0,1
"Arrived in Bolton, no wallet. On pay car park and have no lunch  what a genius. Help me @dandypig",nobrand,0,0
@Krftd Yeah .. sorry it slipped my mind ... don't know any  except Blu Water Grill .. google that with hornsby,google,0,1
  feeling hopeless and useless.,nobrand,0,0
"@Mh0user I was running late and the line was too long, so no Starbucks for me. ",starbucks,0,1
"@CHRIS_Daughtry http://twitpic.com/5453m - HONK, HONK!! I can't see you    But just thought i'd Honk anyway!!;)",nobrand,0,0
@teflonted I recorded 3 shows think I was using an Apple iSight as a Mic (great mic too) and the built in mic was really being used ,apple,0,1
"@SexyCheza haha, dj's has too much classy stuff cheza! i wanna buy everything there ",nobrand,0,0
Cant find any friends   Either i have none or they're all still using that facebook SOOOOO last week! thats when work blocked access ,facebook,0,1
I'm up early enough *sigh* you can say I didn't get any sleep  but it's okay I can work it,nobrand,0,0
Had to ditch the Starbucks ,starbucks,0,1
