tweet,brand,brand_name
@urbns0ulx i didnt get it  facebook msg it to me,1,facebook
@iamsoso Stop having fun without me! ,0,
@monetmonico definitely starbucks sweety ^^ ilysm haven't talked in ages  how are you?,1,starbucks
@LolaMaeBee Sooner than I thought since my Cavs lost.  Or was I having a nightmare?,0,
Tomorrow I shall be taking my MacBook Pro back to the Apple Store for the THIRD time in two weeks... ,1,apple
omg twitter won't let me use any of my good pics !! ,0,
...even facebook says i have no friends  http://bit.ly/5kSb7  hahaha,1,facebook
Soooo tired. Had to cut Round Two short  lovee my LV friends though &lt;3,0,
"I think I'm finally going to have to face the fact I've lost my last 3 Netflix DVDs, pay up and move on so I can quit getting charged ",1,netflix
Can't believe the weekend is over all ready. ,0,
i really wish i wasnt in walmart im missing the awards ,1,walmart
"@Jenn_M_Brown  I wish you were here so Jill, Cherie, &amp; I could make you feel better, laugh, &amp; feel loved!",0,
just found the same item on Amazon but from a different vendor for $30 less than I paid... and my order is too far along to be cancelled. ,1,amazon
at home- bored- wish i could take a long walk through the neighborhood but w/e cant !    i feel confused o.o,0,
is still holding his mcdonalds weight and doesn't like it ,1,mcdonalds
hills finale!! im not liking this kristin girl from the comemrcials she looks like trouble.. sad laurens leaving ,0,
@green_i_girl I don't think we have Hickory Farms here.  I will have to Google it and see.,1,google
I always get myself in the stupidest situtations ,0,
@kateyrich @MarlowNYC I can't believe Sony didn't invite me to this... ,1,sony
blahhh. this feeling is not fun ,0,
Giving Friday Night Lights a try on Netflix stream due to @jafred 's high praise....@cherlynn is not excited.  ,1,netflix
Watching The Hills finale with Kaylee! Bye Lauren.    ,0,
Grr! My dad is nomming all the internets with that damn Netflix box. There's none left for me. YouTube videos can't keep up on my iPod. ,1,netflix
"@ericjstar Oooh fanceh pants, eh? Our schools didn't have orchestra  But I was usually like 2nd or 3rd chair in the top band. hehe FUN!!",0,
Is bummed/surprised/Iritated that one of my fav starbucks closed. ,1,starbucks
one last ditch effort to get my Hugo Award logo done ... before midnight's deadline ,0,
@postsecret did u see it in disney 3d? it was mind blowing. makes me miss magic mushrooms   &lt;- that's a post secret!,1,disney
Nike had only xs hydration belts.. Went 2 road runner sports they only had xs &amp;s belts. Sorry for not being a 25-28 inch waist. I'm 31-32 ,1,nike
http://twitpic.com/6depy - Me with hair looking like a model... I miss it ,0,
just finished painting my nails bright green and am completely sunburned from being in the sun all day. ,0,
@noiselesssound sooooo i really really miss you and our talks and walks to starbucks ,1,starbucks
@smiffjam: Just lolled at some of your old tweets. I should have changed my name to Lana Tuls  You should post more again!,0,
i wanna go see up. and try starbucks coffee. ,1,starbucks
And we have thunder!!!. And I am alone. ,0,
sofranel.eu updated : new url management. I hope it will improve Google referencing...  But again some little problems with CSS  http ...,1,google
I'm so going mad. ,0,
It appears that some functions of Google Documents don't work in the recent Safari 4. ,1,google
@kennethtiong Gawai festival!! 1st July right...heard so much abt it - never been to it tho ,0,
"finally back home, but shivering (tho burning up)... google says it might be sunstroke. sob. if this is my final tweet, remember me well. ",1,google
@cjsier @goaliemom31 @sammyhancock Could you DM me the scores again? I have to take off ,0,
"Feeling more dread over what will surely be the wasted potential of Google Wave. I have, what, 3 people in my Google contacts? Maybe 4? ",1,google
Wish I was going to Splendour on the Grass to see Little Birdy ,0,
@Calumfan1 Greg has a boo-boo   Just as well - it's time for Apple to clean him up for me anyway. This MAKES me take him in.,1,apple
I don't feel good :'( and I have homework ,0,
So psyched!!! My lost/stolen phone was turned in to a Verizon store up here! Minus the pics + contacts of course ,1,verizon
I just got done ripstiking for two hours....I still suck! ,0,
my facebook keeps playing up darn thing keeps exiting on me. Hope its fixs itself soon!. Sob sob lol. ,1,facebook
Argghh...just lost all my bookmarks whilst upgrading software ,0,
@ratties I hate Walmart too! I feel your pain. ,1,walmart
I'm really bored at work ahhhh I want to go home but I can't  hahahahahaha,0,
I guess it happens to everyone eventually. Anyone wants to come with me to the apple store tomorrow ... iPhone problems ,1,apple
"This was a beatiful weekend, back to work tomorrow ",0,
I wish these ppl outside @ Starbucks wld get a rm!!! Gross goin @ it n front of it...I don't even want my Carmel Mocchiatto anymore ,1,starbucks
"yeah, yeah, I spelled Jame's Beard's name incorrectly. I am embarrassed and ashamed ",0,
facebook hates me and tells scrabble that i don't live in the US so i can't play ,1,facebook
"Not much of a weekend. Busy with the short course.  I want 2 days off, dang it!!",0,
facebook is stuck on stupid ,1,facebook
omg my birfday in 9 days  vegas in 11!!,0,
Wow breakthrough disney star more like it. ,1,disney
I love seeing everyone's faces with your tweets!! Twitter hates me ... every time ... &quot;That's a nice pic&quot; ... no go! ,0,
facebook is really getting on my nerves. wont load my pages ,1,facebook
 why so cold California?,0,
"@sophiestication Groceries update up on UK Apple store, but still no lock function? ",1,apple
@Shaundrie lmao I just went in girl! Burritos margaritas...EVERYTHING!! Gotta get ready ,0,
@QuileuteGirl yeah.  facebook is being reallllly slow.  ,1,facebook
"@Vonnieee ... except today I accidentely hit her head off the table  but it was partially her fault, she was being stubborn. lol",0,
"@confessing7girl Yeah! Disney rocks! Lol, well my streaming is rubbish! So slow and skips alot ",1,disney
Ever go to movies alone? Uuhhh me neither ,0,
back home from disney and it's really sad ,1,disney
@BabeeShark you could have hung out with me ,0,
Facebook giving me problems tonight.  I can't upload pics from the service tonight!,1,facebook
cannot feeeeeeel her throat ,0,
@PinkyBoo2 YAAAAAAY!!! but this now means we cant have a facebook relationship like last time  this makes me bittersweet. BUT STILL HAPPY!,1,facebook
"@ebassman That is sooooooo COOL....wish it were me as this is the closest I will be getting to you guys this summer, I am BUMMED ",0,
Facebook is sucking a whole lot lately. Watching TV and going to bed. Opening tomorrow  Goodnight everyone.,1,facebook
Ew that bruno guy was gross... Poor eminem ! ,0,
facebook sucks..it hardly works for me ,1,facebook
I was hoping some hosting company would reply to my request about a window vps hosting but no ,0,
Off to walmart  god I hate that place!!,1,walmart
I'm actually pretty sad about lc leaving the hills ,0,
I can't go to Disney tomorrow cause of that stupid training. It's not fair ,1,disney
"@amya1577 Oh, yeah....Sean nearly drowned that day! How can I forget? Actually, prob the last time I saw you too! ",0,
@shaunarawrr_x  I didn't think so.  They dissed the crap out of Mickey &amp; Disney though ,1,disney
I tanned the fat for too long ,0,
@EliteTravelGal haha. There aren't enough near me. I followed google maps 15 miles to one last week only to find out it has been closed ,1,google
@MarkSheppard see now i forgot allison's show  lol,0,
"@dealady im sorry, i forget to write on your facebook and twitter   happy beloved birthday (sorry its soooo late)",1,facebook
Oh hun. I'm sorry. I know how those are. ,0,
"FCP doesn't have curves.  I know it's in Color and stuff, but how can Apple leave such a standard and powerful tool out of FCP?",1,apple
Agree with u still dealing with it  thanks for caring! U are a dear! Follow my friend @juliannerowat,0,
Multiply works on Google Chrome. Why not in Safari? ,1,google
sick of ellen repeats on tv. ,0,
@ihatecrayons facebook isn't letting me upload anything. I barely got the TR pic up. ,1,facebook
I guess the new moon trailer has previewed ,0,
@trixie360 oh btw!Will Microsoft be streaming the conference from its site this year?all gaming sites are blocked at work ,1,microsoft
http://i44.tinypic.com/nbzm9c.jpg   (via @shesillmatic),0,
Facebook is feeling like old dial-up internet...going to bed now to get rested for Monday  ugh!,1,facebook
@Jes_12 but If you stay in Morgan I won't ever see you again! ,0,
got a new facebook account because this one is hacked  find me and add me! delete this one!,1,facebook
 red wings are gonna win again...,0,
Ear hurts its bed time no creativity at all today!  and no starbucks either lol didnt do much of the homework i had either .....in all ...,1,starbucks
@sankofa86 awwww. Ok. I miss you! I can't believe everyone is basically leaving ,0,
...but still behind google ,1,google
i guess im losing hope. oh man. ,0,
"Dagnammit, Google Calendar Sync not playing nice with Office 2007   Fixmapi not helping. Alternatives?",1,google
"@maritimexpat Awww. Spoilers  Not that it was really a big surprise. Of all networks, Spike is least likely to let the terrorists win.",0,
@LoieBoy eww yuck school. na no utube channel. i only have facebook and myspace lol. im good! bummed that its monday again though ,1,facebook
Ugh im tired ,0,
"ahh, i was playing Restaurant City on Facebook then it had an error  Ahh!",1,facebook
"@SamSmalley Aww, so do I!  It's probably because our heads feel like they're in Hades ",0,
"i miss my iphone  hope apple comes out with a new model this summer, i need my iphone fix!",1,apple
"@SallyMesser that email I sent you came back to me again, I think your email hates me  lol",0,
 i have to wake up early 2morrow..Boo!!...first stop starbucks,1,starbucks
Gahh...fimally home...early tomoro ,0,
@chiah OMG I missed you! I must have walked past the google booth like 10 times ,1,google
watching &quot;who killed the electric car&quot; why do i watch things that make me angry/ sad right before sleep. ev1 death nightmares ,0,
taught my dogs tricks! haha @juliaoneill i swear i should be a dog trainer or something. you missed out on starbucks this morning.... ,1,starbucks
getting undressed w the blinds open...whoops. no really whoops. i wasnt plannin that show ,0,
i wish facebook would let me upload my pictures ,1,facebook
@playnskillz Grrrr.... wish I was still there! ,0,
"Wow, lots of replies on &quot;Sex Grease&quot; lube. I've ordered it thru Amazon vendors, but last bottles I got smelled bad, like they'd spoiled. ",1,amazon
"from 2 debating teams, to 1 team and now...no team *sigh* ",0,
"@madam3181 Yeah, all Apple products are the same version everywhere. Just expect it to be hellish expensive here due to 19% VAT. ",1,apple
Think mum is gonna write me a note. Hope she is. She might not be buying the sore leg  it really is sore though :'(,0,
Google preparing to challenge Amazon for e-book market? http://snurl.com/j6s71 I think Google does not know what to do  completely lost,1,google
is wanting to  be out in the sun again today not stuck in work ,0,
Looks like i may not be attending the Microsoft Press Briefing after all. My All Access pass may not cover the lack of formal invitation. ,1,microsoft
I am in so much pain right now...I hate tooth aches ,0,
So my phone definitely just died and my charger isn't working.  Off to an AT&amp;T or Apple store tomorrow then?,1,apple
@allimendiola i miss you sister! &lt;3 i eat this young coconut in your honor. there will be an empty hole in my heart and on my floor. ,0,
Cell phone lot listening to radio disney waiting for my parents. Soon the questions and ridicule will begin. ,1,disney
Jss done with my exam o zfffffT ,0,
"omg, i hate facebook x10 right now  my uploads and album making skills went disappearing after i hit publish, wtf? bugs or what? *angry!*",1,facebook
@blondezilla90 Thats not nice what you said to the Melissa poser... ,0,
@2Henchmen  I wish Apple had customer support...,1,apple
why does he always do this...  ,0,
"Hmm work is going well, not so sure my Amazon stuff will arrive today now - tracking feature on courier website suggest tomorrow ",1,amazon
on my school bus- still tired ,0,
@LeoWolfe aww  i have facebook but i dont use it....,1,facebook
getting my wisdom teeth pulled out tomorrow  but i cant wait to go back to boston!!,0,
Apparently all my friends are asleep b/c no one remarked on anything I posted to my facebook wall ,1,facebook
misses shopping for school supplies. ,0,
"@AllieMoon google wave looks interesting, are you doing beta? @djarndt ooh, what show are you going to? @quenchyourkirst that's not good. ",1,google
@_iWade_ Hi! Yes I do - I do not have that many  lol,0,
microsoft #bing does not recognize my symbian s60 browser ,1,microsoft
@alfonsostreet Kar! I can't supply shop with you tom as of now  I forgot  I have something na tom :| But I want to and need to ),0,
Parkson's Secret Recipe is a big fat bitch !!! The service is beyond slow. I didn't even get my food  at McDonalds now.,1,mcdonalds
at work! fun ,0,
jus got home from the gucci mane carshow after party. I seen a dude get beat to sleep omg it was so sad.......(7 laughs)  i hope he's ok.,1,gucci
dang it. back to studying ,0,
Connecting Twitter and Facebook together... Got problem ,1,facebook
@graphiclucidity sick. ,0,
 did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food,1,apple
@taki_serbia  good morning... Study for me today  pfff.. i wont have time not even for poophing,0,
 did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...,1,apple
I hate living here. With a passion. ,0,
"That horny kitty thing must be really desperate. As soon as I block it, it comes back.  I'm not your target audience, get it?!",1,target
@baldreea Can I say &quot;miss you&quot; when I'm the one already halfway across the world?  I'm 11 hours ahead now!  ,0,
"That hornie kittie thing must be really desperate. As soon as I block it, it comes back.  I'm not your target audience, get it?!",1,target
more sunshine :O why am i still white?  stoopid work,0,
just finished compiling the 2009 Kaibigan Banquet Video. It's about 41 minutes long! I don't think facebook even accepts videos that long ,1,facebook
GAH. it's not enough that i did it twice already (i don't live at home) but also had to pay my lil bro MYSELF to help last time. nooooo. ,0,
"Why does the cool stuff that Microsoft does never get publicity, while the gawd-awful stuff is front and centre ",1,microsoft
@1Omarion Congratz on inkn the deal with young mula! I thought u were with Timbo tho. ,0,
ya ged3an my browsers are infected when i open pages ie window opens in it like a pop up spam that happen even with google page any help ,1,google
i just ate a curly wurly and I wanna eat the other one...I'm reeeeeally hungry ,0,
"@IanBlackburn unfortunately, if you search &quot;Scott lovegrove&quot; on bing images, you find my photoshopped &quot;fat&quot; picture from facebook ",1,facebook
Soooo how come no one tol me tht the Mtv awards passed. ,0,
@aulia welcome facebook shitty apps to twitter ,1,facebook
"Breakfast in the sun, god damn it I love this weather, shame it will be gone by friday ",0,
is wondering why facebook won't load ,1,facebook
can't believe all my lovers were on one room and I failed to watch it  waiting for rerunnnn!,0,
Right! I reckon it's gotta be an Amazon or Play purchase for MP3 tracks of @KissySellOut - This Kiss.. Gutted no one's selling a/the CD ,1,amazon
@kvetchingeditor could be up to another 6-9 months.... ,0,
Getting pissy at facebook- keeps giving me image upload errors ,1,facebook
"Really wish I wasn't working all week, I wanna go enjoy the sun  please stay till the weekend mr sunshine!",0,
@Dragontamerno3 What is SuWriMo and why have I not heard of it before? And I can't find it on google ,1,google
@dale_vile I should have mentioned that too. I don't recall Beta 1 &quot;pausing&quot; at all. Nothing obvious in Event Viewer ,0,
if the Google Project 10 to the 100th is not discontinued? ??? ,1,google
@HartWayne Damn! I believe so! Got the full report from Charl - ,0,
"Signing up (again) to google adwords, they didn't like my gambleing sites ",1,google
internet is painfully slow. have a test everyday this wk ,0,
Eating McDonalds breakfast &amp; then sleep.. I only get to sleep for about 3-4 hours.  Poop.,1,mcdonalds
somehow #twhirl doesnt work properly on my office network.. ,0,
@mariewilkinson can't find anything about them on google though ,1,google
totally missed the fact that @owenpallett was playing yesterday in DÃ¼dingen ,0,
Arghhh my current mac is about to retire... from January I'm waiting for my new mac. Even Apple don't want us to stimulate the economy ,1,apple
@Cadiou oh my oh my! ,0,
@amyclen its a little borin too! i dnt get facebook  tho blocked hahaa  x,1,facebook
omg I want to be a sleep right now.. But for some reason I can't fall asleep..  Jacoby!,0,
@mr_cf due all good in my profile on FB as Stone Farm Rocks 30_05_09 ) some more on the phone but don't have the right cable ah Apple ,1,apple
Boo hiss I might have to go on antibiotics ,0,
Corrected link  4 New blog post: How To Import Your Blog Posts Into Facebook http://is.gd/LnlS Sorry everyone!  I edited time date! ,1,facebook
Hot weather + hot food = Feeling queezy  Bleck! A day in bed I think... Without a duvet obv!,0,
"@SilkSpectrum, Which Disney film would that be? And UP *squee* how laaaaaaame is it that we don't get it til October ",1,disney
On way to Camden Yards train station to drop Chris off. ,0,
"is waiting in anticipation of the Microsoft E3 Press conference shame its not until 6:25pm out time,  #xboxe3",1,microsoft
Frequent Power Failures ,0,
"@sobees bdule has a lot of promise, it's very schlick. Will we have setting/account-persistance soon? facebook updates are failing for me ",1,facebook
Watching the New Moon trailer. I dont wanna wait till November ,0,
"For some reason my twitterena, myspace and facebook apps refuse to load. ",1,facebook
isPlayer Has Died! Sorry ,0,
Just realized how much I've been neglecting facebook ,1,facebook
"Omg, I found a swallow with a broken wing on my way home, that's so sad, poor little fella! ",0,
I saw the new Elizabeth Berg book at Target this weekend.  I'd like to have it.  Had to purchase present for kid bday party instead ,1,target
"i wake up at 7, fell a sleep, and now im awake again. i liked the sleeping part ",0,
"Mmmmm strawberry jam on toast, best breakfast/lunch ever with my darling! Also SO annoyed with the poor grammar on facebook ",1,facebook
awake still sick  But feeling a bit better i think No school for me  The one week i need to be there,0,
trying to install Microsoft Blend on Wine .. that's what happen when you are involved with anti-&quot;Open Software&quot; group ,1,microsoft
isPlayer Has Died! Sorry ,0,
drinking a McDonalds coffee and not understanding why someone would hurt me for no apparent reason. ,1,mcdonalds
wants @CRAZiixLOVEE to get on ym/msn ,0,
Watching Google I/O keynotes... how i missed it   can't wait for the session videos showing up in the coming days...,1,google
@Yahyaahmadi wish I could be there now ,0,
Why don't more people have Twitter!!  myspace &amp; facebook are lame.. BTW- Myspace: www.myspace.com/bk_brooke,1,facebook
I don't like Mondays ,0,
Can't get the damn google desktop gadget for google reader to work ,1,google
"My lil bro is going home today, and i just find out  I'm gonna miss him..",0,
my poor macbook pro has the mystical http://bit.ly/FDZW7  Don't quite know what to do. Apple support said they were still investigating,1,apple
i need chocolate ,0,
"Can't freaking sleep. What is wrong with me? Oh, that's right, it's E3 Microsoft press conference day! DESPERATELY wish I were there... ",1,microsoft
Yea but it was still an awesome episode! The Hills won't be the same w/out you. ,0,
i'm angry - facebook - is being an arse and wont let me change my picture ,1,facebook
@AceyBongos  yeh been getting the same from people i have met in chat.majornelson.com  but im of to  @Eurogamer_Expo but its no e3 ,0,
Apple didn't received my fax ,1,apple
it's 5am... wth... shoot me x_x... stupid paper. i need to wake up in 3 hours ,0,
@jamisloan OOOH JEALOUS. We don't have a starbucks in Beebe or Searcy. ,1,starbucks
Smoke machines @ clubs = raspy voice and irritated throat the next day. ,0,
@Philbradley For Bing on iPhone try http://tr.im/ibing workaround courtesy @nph and Google cache (FWIW: saw your post on Bing earlier ,1,google
@nathanjackson1 maths exam  ,0,
@jaffne  Nope    Guess Google has just made me a bit spoilt!,1,google
@ubudroi Tiny URL re-directs to a tiny URL ,0,
Starbucks was packed this morning with no parking .... Now I'm coffee-less ,1,starbucks
"Back in work after a few days off...calculating how many days left until I can retire...Dang it,its a biggie ",0,
And yeah they wont let me before. I guess clearing up history and cache worked... I cant acces facebook though. ,1,facebook
@Kgonhergrind heard about it! I'll have to catch the rerun. ,0,
"oh fuck, my amazon orders came to Â£60, it'd only be about Â£50 but that fucking VAT  ordered some good stuff though (Y)",1,amazon
"Clare Balding has thyroid cancer.  http://tiny.cc/e2TdJ I have a fairly sizeable soft spot for Clare, so I really hope she'll be ok.",0,
"@lbbinc Yep, no Apple Store there.  Technically it should work no problem, but in reality... not so much ",1,apple
"Deciding what to do, need my laptop to revise, but want to sit in the garden and i can't see the screen properly ",0,
@dawnd66 yeah.It's really nice. Unfortunately starbucks seems to be closed  I think we can let nicky get away with it though ;) maybe,1,starbucks
omg tomorrow final examinations  ..hope I'll do it well... x),0,
thinks he just found one of his tshirts... on someone else on facebook ,1,facebook
and i wanna get back to 2008 in this very same day!  ,0,
I'm meeting my friend in starbucks in... 25 minutes better get moving... i wanna bring my doggy with me though ,1,starbucks
has too many errands to run this afternoon. ,0,
"@Crackrjakk, @MAX452AU Thank you both. Unfortunately both sites are blocked at work  Too bad Microsoft isn't streaming it themselves.",1,microsoft
@WeTheTRAVIS Going back to the US tomorrow then ? ,0,
"Chatting with my 14 yrs old sis about Disney kids (Selena, Demi, Miley etc). I feel so old. ",1,disney
is attempting to gear up for the New Seasons Conference starting this Friday. I don't feel good though.  Blech.,0,
@iljitsch Which ISP was that? I have been getting the same answers from Verizon FIOS ,1,verizon
Heading to work. ,0,
Won't be able to watch the Microsoft keynote until after work  staying off the Internet to avoid spoilers...,1,microsoft
@TurtleV Ya..I reported them but no mod is online ,0,
just got home from my first class.. quickly becoming a sommelier. and now im eating some mcdonalds- wish i had some honey mustard ,1,mcdonalds
"as the days go by, i have lesser n lesser followers ",0,
Why has Google removed the ability to search for Public calendars from the Gcal? It was a cool feature. I need a french open iCal link... ,1,google
"Back in OKC, wondering why I still live here. ",0,
"i feel like walking round circular quay with a starbucks coffee and a friend. sounds good, but won't happen. fark. ",1,starbucks
my twitpic doesn't show up. ,0,
Ewww. This McDonalds iced caramel latte I'm drinking tastes like dirt. The commercials make them look so good!! I hate coffee. . .yuckkk! ,1,mcdonalds
back @ work ,0,
Cell phone is broken - if you need to get in touch with me it will have to be Twitter or Facebook style.. ,1,facebook
"is working late support today , 10:30-7    Finished posting pics and vids from the weekend on the website: http://bit.ly/mIzSv",0,
oops microsoft conference at E3 in 3hours and abit  will be sleeping...,1,microsoft
@DameElaine Aw  It's almost over and then you will be free and feel like a new woman! ,0,
@danamo yeah facebook has been acting up for a few days now ,1,facebook
i am feeling very O-L-D today ,0,
Why is facebook not allowing me to upload pics today? ,1,facebook
thinking about this air France flight 447- crazy stuff ,0,
@TheRightStudent Google won't even track my hits  I have to rely on my webhosts stats.,1,google
@AnneDivine HELLLOOOOO  It seems its going to rain again ,0,
OMG noooo leah  u put that pic of us singing 'checkin' it out' on facebook :O eeeeek *hides*,1,facebook
Waiting for the list of passengers on board of flight Air France 477 Rio-Paris  228 people,0,
Facebook is screwing up so I'm going to hop in the shower for a bit then bring plants back outside. Frost is a garden's enemy ,1,facebook
"im really in sad mood, my cat has been put to sleep today after i already thought she would feel better...R.I.P. Kitt ",0,
"@steven_Collins I'm the last Collins in my line  I've pursued singing etc since I was 3, I'd love your opinion google julie Collins x",1,google
"i love &quot;study&quot; leave, keep forgetting i am an exam tomorrow ",0,
Pissed my apple isn't cutting correctly ,1,apple
Spent a little too much on even CLOSER tickets to the Sugarland concert in July....*sigh* still not close enough.   my dream still crushed,0,
new search-engine http://www.bing.com tested. it seems not to be good. better results by google ,1,google
I have ctrl + c and ctrl + v claw ,0,
Facebook is as slow as molasses again.  ,1,facebook
has food poisoning &amp; is advised not to eat! ..&amp; ya'll know how much i adore food ,0,
Just said my goodbyes to the Starbucks crew.  ,1,starbucks
"@sami1974 no LMAO, i think they are sweet waffles, not tater waffles ",0,
"gah, just realised all my google web optemisation of site's i've done is worth nothing on Wave  boooooo",1,google
"pretty gutted those savos flatley (spl?) people didnt win BGT,just watching fireman sam in welsh with Rian , there is also a bee here. ",0,
-Twitter is winning my heart while Facebook is getting slower and slower.  ,1,facebook
"My computer died.  Again.  Might actually be fatal this time.    For now, using Nicks puter.  so sad.",0,
This is crazy. I HAVE to go to Target and see if they have a coupon organizer. ,1,target
@iisaArmas what happened to your mommy?  i've noticed you said twice &quot;pray for my mommy&quot;,0,
"@westernrunner looking seriously into the Samsung Omnia, but still unsure.  I really want the Google phone but it's not on Verizon yet ",1,google
Was in a gud mood from mrng but day wasnt very gud... my rail pass expired ystrday and i didnt know.. forgot my headphones at home ,0,
Missing Texas hold'em poker play today.... Facebook apps down and unresponsive... ,1,facebook
@DwightsWifey09 awww ,0,
Kinda pissed. Stopped by starbucks beside the fullerton stop and spotted this apple bran muffin - totally was gross.  2 wasted dollars,1,starbucks
Wish i was going to Brixton tonight ,0,
@MelissaHoul i know so annoying i think that facebook is starting to get a little boring! Emily has still not put this video up yet ,1,facebook
Chemistry class ,0,
"eeek I wish I knew when the Microsoft briefing thing was and what channel G4 is for me. Since it's such a shit channel, I have no clue  ",1,microsoft
Nevermind- The Keg in Barrie is closed for renovations  - thanks for the heads up Creasor!,0,
"@cjmgrafx home phones not working, not sure what Verizon did this time ",1,verizon
Pissed at my sister she just called said she can't go on sat to new kids wtf!!!!! Now I'm stuck with a ticket n no one to go with ,0,
The #Canon #5DMk2 discount party ($2500) is over at both Amazon and Best Buy ,1,amazon
I hate not having a computer!!! Got it's so fucking annoying. I miss the youtubes ,0,
good no-one is on here and no-one is on facebook grr  lol xx,1,facebook
"@loudmouthman This is why my blogging workflow is now notepad -&gt; copypaste -&gt; wordpress. Once bitten, twice shy. Sorry you lost your work ",0,
" the Apple repair guy can't come to fix my IMac until they get the parts. SO, a few more days without Chiaki  (yes my comp has a name!)",1,apple
@mileycyrus  be happy bby,0,
@Ch3lz I totally left you a message on facebook :S I had no credit dude ,1,facebook
does not want to keep your hopes up. i'd only disappoint you further. ,0,
On the agenda today.. Pay my ticket. Hopefully get into apple store to get phone swapped. ,1,apple
@juella_  I thought those were hilarious right up untile I saw this one: http://bit.ly/3sEu8   #fail #tcot,0,
@SummerGirl3 well. maybe one day I won't be looking at a black box  It is good to know you. are we friends on facebook yet?,1,facebook
"Alas, I will try. What time shall I try? I'm thinking 5. Oh yes, and I must do R.S revision. I bet it won't be as fun as media ",0,
"@MyMelange facebook is slow and confusing, not much good really ",1,facebook
uh oh..Dawn Patrols out..a girls third worst nightmare. and Colleeni lied to me. she said they wernt comming  they can skip me this summer,0,
"@TheWordNinjas I tried to join Google Groups, I rec'd an invite by e-mail but it was a no go ",1,google
"ughhh i want MY computer back  just showered after going to the gym w lanbon &amp; now lunch with lani, laura &amp; mandi!",0,
G'Night.......-my facebook acc has been disabled! ,1,facebook
freeeeeeeeeeeezing cold in the house today ,0,
Helping one of my TA's modify a client's trip to Disney World. -trying to save them from cancelling- ,1,disney
@snh I don't have an iPhone...so I can tell you ,0,
@jonathanrknight I just spilled my Starbucks all over my desk at work  didn't even drink any of it.  Can you bring me another?,1,starbucks
Monday.... enough said. ,0,
microsoft's conference is up first; please don't announce any things that sony gave you ,1,sony
I wish I was going to E3 ,0,
want some mcdonalds ,1,mcdonalds
@AstheniaRocks.. money. I want extra work.  Iloveyoutoo. can you think of any sites that might help?x,0,
@hannahsquared I bought you a present this week and Disney ain't got nothin' on this!!!! Btw: I missed u at morning coffee/tea time! ,1,disney
everyone is bitching and they are saying we have to stay on until maintenance checks it out...hell no!! I want outty!!! ,0,
Rob went to the microsoft meeting..i cant go   now im bored and hungry in the room...i may go get subway,1,microsoft
"@matsuma &quot;unconference&quot;, &quot;praticipatory&quot;, &quot;web-enabled&quot;, &quot;change makers&quot; and &quot;technologists&quot; on the promo-sheet failed my bs test ",0,
@JasonBradbury  ha just been looking at pics &amp; vid of the new PSP (Go) Sony fails (again) at Ergonomics 101 ,1,sony
gotta change my habit of afternoon nap .. ,0,
Can't Nintendo and Sony switch conference time slots tomorrow? ,1,sony
uhh  dnt wanna take history finals or my spanish speakin oral final today ,0,
Shadow Complex and Joy Ride also leaked. Sucks for Microsoft ,1,microsoft
@KaulitzToyzXD http://twitpic.com/6el0k - aw man. the halls i will never walk again. ,0,
@Veronicah86 none  probably just go to walmart and that's about it lame-o-,1,walmart
@leahjadee I hate you!!! You never reply ,0,
 twitter has just turned into Facebook thanks to spywars,1,facebook
#motivation ist down. ,0,
The Internet is behaving like a petulant child this morning.... Normally I don't care but I have 1000 users who &quot;need&quot; their facebook ,1,facebook
"One other thing, don't you just love math! NOT!. got two sessions this week ",0,
@drdebs First headline on  my google feed. Just terrible ,1,google
@AmMarvellous @ShropshirePixie quite so! gammy leg so positions a distant memory ,0,
i think i may have to buy a ps3  damn you sony and your ways for me to play ghostbusters ,1,sony
i spent all the day in old book shops. a bit expensive  ...,0,
@JacobLovie now I donno how to get there to see ya. Google can't figure out a route.  sadness,1,google
@tracybegins try my flight to Ireland in TWO DAYS! ,0,
needing an iced white chocolate mocha from starbucks ,1,starbucks
why is it so gross out ,0,
"can't load Facebook at all now. Tried Safari, Firefox and Opera ",1,facebook
"Wow,2day is such a gloomy day  thinkin positve, I'm madd sore from the gym, but I feel pretty sexy right now haha, stay productive er'one!",0,
I want to try out Google Wave. ,1,google
my god just noticed i had over 3000 believers in a thing called love last night and only 1983 today! Dont they believe in love anymore ,0,
"So my company bans IM as &quot;resource intensive&quot;, and Google Wave merges IM w/ Email, Twitter, et  So ... I guess I won't be able to use it? ",1,google
nursing a leg injury from last week's game ,0,
"now that the gang's all here, I've got to go...  Walmart awaits... What a glamorous life I live... don't be jealous",1,walmart
"@sixtycent you never twitter to me, its upsetting  lol",0,
Is Facebook still loading really slow for anyone else? This is day 3 of it really creeping along. Thought they would fix this bug by now ,1,facebook
I feel empty when not listening to music ,0,
"@AndraeRaMone sorry dude. Selective Twitter hates me, but I've been tasked with capturing play by play at this conference. Sorry facebook ",1,facebook
@OhHeyPrincess good luck! I'm so close to giving up on looking for a job ,0,
@TeamTSwift if u go 2 iTunes &amp; go 2 Radio&gt;Pop&gt;Radio Disney is down there with the R's.. im so glad i found it cuz u cant get it in the uk ,1,disney
@MakingOurEscape aww and eugh! lol  xx,0,
facebook is not working right now for me ,1,facebook
